일자,시가,고가,저가,종가,등락률,거래량
2018-06-07,"51,800","51,800","50,500","50,600",-1.36,"13,590,016"
2018-06-05,"51,100","51,400","50,400","51,300",0.39,"9,144,100"
2018-06-04,"50,800","51,200","50,700","51,100",-0.39,"9,767,171"
2018-06-01,"50,500","51,700","49,950","51,300",1.18,"13,038,499"
2018-05-31,"50,400","50,800","49,850","50,700",2.42,"63,491,109"
2018-05-30,"51,300","51,500","49,100","49,500",-3.51,"20,498,098"
2018-05-29,"52,200","52,500","51,300","51,300",-1.91,"8,480,437"
2018-05-28,"52,500","53,000","52,000","52,300",-0.76,"9,787,820"
2018-05-25,"51,000","52,800","50,800","52,700",2.53,"15,207,266"
2018-05-24,"52,000","52,000","51,100","51,400",-0.77,"8,289,275"
2018-05-23,"50,600","52,000","50,400","51,800",3.6,"17,095,490"
2018-05-21,"49,650","50,200","49,100","50,000",1.01,"9,020,998"
2018-05-18,"49,900","49,900","49,350","49,500",0.2,"6,706,570"
2018-05-17,"50,300","50,500","49,400","49,400",-0.9,"10,365,440"
2018-05-16,"49,200","50,200","49,150","49,850",1.32,"15,918,683"
2018-05-15,"50,200","50,400","49,100","49,200",-1.8,"18,709,146"
2018-05-14,"51,000","51,100","49,900","50,100",-2.34,"14,909,272"
2018-05-11,"52,000","52,200","51,200","51,300",-0.58,"10,314,997"
2018-05-10,"51,700","51,700","50,600","51,600",1.38,"13,905,263"
2018-05-09,"52,600","52,800","50,900","50,900",-3.23,"16,128,305"
2018-05-08,"52,600","53,200","51,900","52,600",1.35,"23,104,720"
2018-05-04,"53,000","53,900","51,800","51,900",-2.08,"39,565,391"
